sales_week,sales_date,transaction_id,year,make,model_id,model,drive_type,door,transmission,base_msrp,engine,transaction_msrp,destination,bodytype,zip,State,dealercash,customercash,finance,lease,cash,trim,trim_id,make_id,longitude,latitude,price,diff
23JAN2010,23JAN2010,305535419,2010,GMC,60738,Terrain,AWD,4,Automatic,28050,"Engine, 2.4L I-4 SIDI (Spark Ignition Direct Injection) with VVT (Variable Valve Timing) (182 hp [135.7 kW] @ 6700 rpm, 172 lb-ft [232.2 N-m] @ 4900 rpm).",28860,810,SUV,33166,FL,0,0,1,0,0,AWD 4dr SLE-2,1632818,2004,-80.300074,25.821954,57720.0,29670.0
27MAR2010,27MAR2010,501338218,2010,Infiniti,62016,QX56,4WD,4,Automatic,61800,5.6L DOHC 32-valve V8 engine,65040,990,SUV,84095,UT,0,0,1,0,0,4WD 4dr 8-passenger,1644738,2160,-111.967229,40.569297,130080.0,68280.0
12DEC2009,12DEC2009,162455801,2010,Lexus,62736,RX 350,FWD,4,Automatic,39075,3.5L DOHC SFI 24-valve V6 engine -inc: dual variable valve timing w/intelligence (VVT-i),39950,875,SUV,2713,MA,0,0,0,1,0,FWD 4dr,1648243,2127,-70.93346,41.421378000000004,79900.0,40825.0
13FEB2010,13FEB2010,365731681,2009,Ford,58029,F-150,4WD,4,Automatic,46270,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),47245,975,Truck,95121,CA,0,2000,1,0,0,"4WD SuperCrew 145"" Platinum",1584483,1924,-121.807376,37.305224,94490.0,48220.0
06MAR2010,06MAR2010,447730025,2009,Ford,58029,F-150,4WD,4,Automatic,44250,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),45250,975,Truck,97009,OR,0,2000,1,0,0,"4WD SuperCrew 145"" King Ranch",1584478,1924,-122.384149,45.424374,90500.0,46250.0
07NOV2009,07NOV2009,59979153,2010,Volkswagen,62421,Jetta SportWagen,FWD,4,Automatic,23745,2.5L DOHC 20-valve SMPI I5 engine,30990,770,Wagon,78284,TX,0,0,1,0,0,4dr Auto SE,1645268,1619,-98.51899300000001,29.472455,61980.0,38235.0
06MAR2010,06MAR2010,436026506,2010,Lexus,62736,RX 350,AWD,4,Automatic,40475,3.5L DOHC SFI 24-valve V6 engine -inc: dual variable valve timing w/intelligence (VVT-i),42700,875,SUV,18417,PA,0,0,1,0,0,AWD 4dr,1648248,2127,-75.20884000000001,41.796512,85400.0,44925.0
31OCT2009,31OCT2009,41437845,2009,Ford,58029,F-150,4WD,4,Automatic,39915,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),40890,975,Truck,90704,CA,0,2000,1,0,0,"4WD SuperCrew 157"" Lariat",1584508,1924,-118.327634,33.342834,81780.0,41865.0
10APR2010,10APR2010,572629825,2010,Hyundai,63135,Santa Fe,FWD,4,Manual,21845,2.4L DOHC 16-valve MPI CVVT I4 engine,22640,795,SUV,85275,AZ,0,0,0,0,1,FWD 4dr I4 Man GLS,1664928,1557,-111.76733700000001,33.454213,45280.0,23435.0
19DEC2009,19DEC2009,185835972,2009,Ford,58029,F-150,4WD,4,Automatic,46570,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),47545,975,Truck,11713,NY,0,1500,1,0,0,"4WD SuperCrew 157"" Platinum",1584518,1924,-72.9426,40.769052,95090.0,48520.0
03APR2010,03APR2010,532357813,2010,Toyota,61971,4Runner,4WD,4,Automatic,36555,4.0L DOHC 24-valve VVT-i V6 engine,37365,810,SUV,74051,OK,0,0,0,0,1,4WD 4dr V6 Trail (Natl),1635833,1644,-95.98438399999999,36.603241,74730.0,38175.0
10APR2010,10APR2010,567156846,2010,Toyota,62406,Venza,FWD,4,Automatic,28950,3.5L DOHC SFI 24-valve V6 engine w/dual VVT-i,30235,810,Wagon,21209,MD,0,0,1,0,0,4dr Wgn V6 FWD (Natl),1644773,1644,-76.69445999999999,39.3705,60470.0,31520.0
19DEC2009,19DEC2009,195382624,2009,Ford,58029,F-150,4WD,2,Automatic,33240,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),37065,975,Truck,32910,FL,0,0,1,0,0,"4WD SuperCab 163"" XLT w/Mid-Box Prep",1584453,1924,-80.691463,27.997533,74130.0,40890.0
14NOV2009,14NOV2009,91765737,2010,MINI,62445,Cooper Convertible,FWD,2,Manual,34300,1.6L OHC 16-valve tuned twin scroll turbocharged I4 engine,39700,700,Convertible,55340,MN,0,0,1,0,0,2dr John Cooper Works,1644883,1686,-93.57650799999999,45.072108,79400.0,45100.0
05DEC2009,05DEC2009,140618139,2010,Chevrolet,60636,Equinox,FWD,4,Automatic,26220,"Engine, 2.4L DOHC, 4-cylinder SIDI (Spark Ignition Direct Injection) with VVT (Variable Valve Timing) (182 hp [135.7 kW] @ 6700 rpm, 172 lb-ft [232.2 N-m] @ 4900 rpm)",27605,810,SUV,75030,TX,0,0,1,0,0,FWD 4dr LT w/2LT,1620818,1786,-96.56373,32.899918,55210.0,28990.0
01MAY2010,01MAY2010,636429595,2010,Lexus,62748,IS 350,AWD,4,Automatic,42180,3.5L 24-valve direct injection V6 engine -inc: dual variable valve timing w/intelligence (VVT-i),43055,875,Sedan,78617,TX,0,0,0,1,0,4dr Sdn AWD,1648198,2127,-97.59444,30.151020000000003,86110.0,43930.0
20FEB2010,20FEB2010,399866169,2010,BMW,60891,3 Series,RWD,4,Manual,42050,"3.0-liter, 300-horsepower, dual overhead cam (DOHC), inline 24-valve 6-cylinder engine with aluminum engine block, TwinPower Turbo technology, Valvetronic, piezo direct injection, and Double-VANOS steplessly variable valve timing",42925,875,Sedan,48330,MI,0,0,1,0,0,4dr Sdn 335i RWD,1622218,2359,-83.37719200000001,42.683616,85850.0,43800.0
08MAY2010,08MAY2010,654076388,2010,Honda,61269,Pilot,4WD,4,Automatic,29920,3.5L SOHC MPFI 24-valve i-VTEC V6 engine,30730,810,SUV,55411,MN,0,0,0,1,0,4WD 4dr LX,1625373,1620,-93.299888,44.996373999999996,61460.0,31540.0
16JAN2010,16JAN2010,287489514,2009,Ford,58029,F-150,4WD,4,Automatic,38355,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),39330,975,Truck,55441,MN,0,2000,1,0,0,"4WD SuperCrew 145"" FX4",1584468,1924,-93.426516,45.004560999999995,78660.0,40305.0
27MAR2010,27MAR2010,508293851,2010,MINI,62940,Cooper Countryman,FWD,4,Manual,25250,1.6L OHC 16-valve I4 VVT twin-scroll turbocharged engine,26825,700,Sedan,20853,MD,0,0,1,0,0,FWD 4dr S,1651298,1686,-77.095489,39.096216999999996,53650.0,28400.0
09JAN2010,09JAN2010,273825642,2010,Hyundai,60726,Sonata,FWD,4,Automatic,25495,2.4L DOHC 16-valve I4 GDI engine,29395,750,Sedan,70443,LA,0,0,0,0,1,4dr Sdn 2.4L Auto Ltd w/Wine Int *Ltd Avail*,1620383,1557,-90.498195,30.628982,58790.0,33295.0
10APR2010,10APR2010,572519233,2010,Hyundai,60726,Sonata,FWD,4,Manual,19395,2.4L DOHC 16-valve I4 GDI engine,20145,750,Sedan,48035,MI,0,0,1,0,0,4dr Sdn 2.4L Man GLS,1664678,1557,-82.911875,42.552959,40290.0,20895.0
24OCT2009,24OCT2009,28478374,2010,Honda,62883,CR-V,FWD,4,Automatic,21895,2.4L DOHC MPFI 16-valve i-VTEC I4 engine,22705,810,SUV,48096,MI,0,0,1,0,0,2WD 5dr LX,1649663,1620,-82.92708,42.761520000000004,45410.0,23515.0
12DEC2009,12DEC2009,162168507,2010,Honda,62883,CR-V,FWD,4,Automatic,21895,2.4L DOHC MPFI 16-valve i-VTEC I4 engine,22805,810,SUV,89106,NV,0,0,0,1,0,2WD 5dr LX,1649663,1620,-115.162406,36.183406,45610.0,23715.0
02JAN2010,02JAN2010,260215035,2009,Toyota,56865,Corolla,FWD,4,Automatic,16850,1.8L DOHC SFI 16-valve VVT-i 4-cyl engine,19035,760,Sedan,63178,MO,750,750,1,0,0,4dr Sdn Auto LE (Natl),1546603,1644,-90.217361,38.629922,38070.0,21220.0
02JAN2010,02JAN2010,235974114,2009,Ford,58029,F-150,RWD,4,Automatic,36470,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),37445,975,Truck,77479,TX,0,1500,0,0,1,"2WD SuperCrew 145"" Lariat",1584323,1924,-95.63528000000001,29.565407,74890.0,38420.0
27FEB2010,27FEB2010,415208267,2009,Ford,58029,F-150,4WD,4,Automatic,38655,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),40855,975,Truck,91346,CA,0,2000,0,0,1,"4WD SuperCrew 157"" FX4",1584503,1924,-118.46628,34.26798,81710.0,43055.0
03APR2010,03APR2010,532519729,2010,Volkswagen,62814,Jetta Sedan,FWD,4,Automatic,19295,2.5L DOHC SMPI I5 engine,20065,770,Sedan,73020,OK,0,0,0,0,1,4dr Auto SE,1649278,1619,-97.263145,35.461457,40130.0,20835.0
06MAR2010,06MAR2010,435109165,2010,Kia,60624,Sorento,FWD,4,Automatic,22795,2.4L DOHC dual CVVT 16-valve I4 engine,26015,795,SUV,56218,MN,0,1000,1,0,0,2WD 4dr I4 LX,1618573,1495,-95.97126899999999,44.849747,52030.0,29235.0
06FEB2010,06FEB2010,345672323,2009,Dodge,58398,Challenger,RWD,2,Automatic,23245,3.5L MPI 24-valve HO V6 engine,23995,750,Coupe,72141,AR,0,0,1,0,0,2dr Cpe SE,1584798,1726,-92.66878299999999,35.522816999999996,47990.0,24745.0
12DEC2009,12DEC2009,176429639,2009,Ford,58029,F-150,4WD,4,Automatic,38355,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),39330,975,Truck,6722,CT,0,1500,1,0,0,"4WD SuperCrew 145"" FX4",1584468,1924,-73.03858199999999,41.556468,78660.0,40305.0
16JAN2010,16JAN2010,291952544,2009,Ford,58029,F-150,4WD,4,Automatic,46570,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),49545,975,Truck,77327,TX,0,2000,1,0,0,"4WD SuperCrew 157"" Platinum",1584518,1924,-95.02362,30.338040000000003,99090.0,52520.0
09JAN2010,09JAN2010,271258005,2009,Ford,58029,F-150,4WD,4,Automatic,44550,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),47575,975,Truck,44149,OH,0,1500,0,1,0,"4WD SuperCrew 157"" King Ranch",1584513,1924,-81.856213,41.308372,95150.0,50600.0
05DEC2009,05DEC2009,151199637,2009,Toyota,56865,Corolla,FWD,4,Automatic,16250,1.8L DOHC SFI 16-valve VVT-i 4-cyl engine,20735,760,Sedan,7208,NJ,1000,750,0,1,0,4dr Sdn Auto (Natl),1546588,1644,-74.225148,40.67442,41470.0,25220.0
05DEC2009,05DEC2009,138810148,2009,Ford,58029,F-150,RWD,4,Automatic,43425,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),44400,975,Truck,75090,TX,0,1500,1,0,0,"2WD SuperCrew 157"" Platinum",1584368,1924,-96.607173,33.642018,88800.0,45375.0
14NOV2009,14NOV2009,89238941,2010,Hyundai,62544,Genesis,RWD,4,Automatic,43000,4.6L DOHC MPI 32-valve V8 engine,46400,850,Sedan,78227,TX,0,0,1,0,0,4dr Sdn V8,1664863,1557,-98.635627,29.41514,92800.0,49800.0
27FEB2010,27FEB2010,423302426,2010,Mercedes-Benz,62130,C-Class,RWD,4,Manual,33990,3.0L DOHC 24-valve V6 engine,36115,875,Sedan,95136,CA,0,0,1,0,0,4dr Sdn 3.0L Sport RWD,1637503,2291,-121.84468500000001,37.268106,72230.0,38240.0
12DEC2009,12DEC2009,169103335,2009,Ford,58029,F-150,4WD,4,Automatic,39915,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),41065,975,Truck,67226,KS,0,1500,1,0,0,"4WD SuperCrew 157"" Lariat",1584508,1924,-97.24296899999999,37.742159,82130.0,42215.0
30JAN2010,30JAN2010,325824132,2010,Ford,61266,Taurus,FWD,4,Automatic,27620,3.5L V6 Duratec engine,30945,825,Sedan,87013,NM,0,0,0,1,0,4dr Sdn SEL FWD,1625478,1924,-107.07282,35.86338,61890.0,34270.0
26DEC2009,26DEC2009,220894364,2010,Honda,62850,Accord Sedan,FWD,4,Automatic,23930,2.4L DOHC MPFI 16-valve i-VTEC I4 engine,24700,770,Sedan,77572,TX,0,0,1,0,0,4dr I4 Auto SE,1649573,1620,-95.004094,29.664261,49400.0,25470.0
06MAR2010,06MAR2010,453526592,2010,Nissan,62211,Maxima,FWD,4,Automatic,34450,3.5L DOHC 24-valve SMPI V6 engine,40310,760,Sedan,20794,MD,0,0,0,1,0,4dr Sdn V6 CVT 3.5 SV w/Premium Pkg,1640948,1676,-76.811082,39.154739,80620.0,46170.0
02JAN2010,02JAN2010,231833935,2010,Hyundai,63135,Santa Fe,FWD,4,Automatic,27195,2.4L DOHC 16-valve MPI CVVT I4 engine,28940,795,SUV,77373,TX,0,0,0,1,0,FWD 4dr I4 Auto Limited,1664948,1557,-95.382975,30.05463,57880.0,30685.0
24APR2010,24APR2010,600234214,2010,Ford,60693,Mustang,RWD,2,Manual,25845,3.7L 4V Ti-VCT V6 engine,26970,850,Coupe,21727,MD,0,0,1,0,0,2dr Cpe V6 Premium,1619038,1924,-77.32583000000001,39.690794,53940.0,28095.0
09JAN2010,09JAN2010,276130902,2010,Hyundai,62571,Accent,FWD,4,Manual,13695,1.6L DOHC MPI CVVT 16-valve I4 engine,17045,750,Sedan,85310,AZ,0,0,1,0,0,4dr Sdn Man GLS *Ltd Avail*,1646583,1557,-112.161285,33.702625,34090.0,20395.0
24OCT2009,24OCT2009,14186898,2009,Ford,58029,F-150,4WD,4,Automatic,44250,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),45225,975,Truck,92072,CA,0,2000,0,1,0,"4WD SuperCrew 145"" King Ranch",1584478,1924,-117.03881200000001,32.832358,90450.0,46200.0
05DEC2009,05DEC2009,153973028,2010,Volkswagen,61785,Golf,FWD,4,Manual,23885,2.0L 16-valve turbocharged TDI diesel I4 engine -inc: common rail direct inject,24880,770,Sedan,75160,TX,0,0,1,0,0,4dr HB Man TDI,1632623,1619,-96.316878,32.748186,49760.0,25875.0
20FEB2010,20FEB2010,387971337,2009,Ford,58029,F-150,4WD,4,Automatic,38655,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),39630,975,Truck,28230,NC,0,2000,1,0,0,"4WD SuperCrew 157"" FX4",1584503,1924,-80.828203,35.212613,79260.0,40605.0
20MAR2010,20MAR2010,477166477,2010,BMW,60891,3 Series,RWD,2,Manual,46450,"3.0-liter dual overhead cam (DOHC), 24-valve inline 230-horsepower 6-cylinder engine with composite magnesium/aluminum engine block, Valvetronic, and Double-VANOS steplessly variable valve timing",47325,875,Convertible,15366,PA,0,0,1,0,0,2dr Conv 328i,1622168,2359,-79.972806,40.158091999999996,94650.0,48200.0
21NOV2009,21NOV2009,109084712,2010,BMW,61002,X5,AWD,4,Automatic,46300,"3.0-liter, 300-horsepower, 24-valve inline 6-cylinder dual overhead cam (DOHC) engine with TwinPower Turbo technology, Valvetronic, piezo direct fuel injection, and Double-VANOS steplessly variable valve timing",48525,875,SUV,33469,FL,0,0,1,0,0,AWD 4dr 35i,1622883,2359,-80.098465,26.960459000000004,97050.0,50750.0
14NOV2009,14NOV2009,75738541,2010,BMW,60918,5 Series,RWD,4,Manual,60200,"4.4L 32-valve twin-turbocharged V8 engine -inc: 4-overhead camshafts, piezo direct fuel injection, double-VANOS steplessly variable valve timing",61075,875,Sedan,92007,CA,0,0,1,0,0,4dr Sdn 550i RWD,1622058,2359,-117.26708300000001,33.020814,122150.0,61950.0
02JAN2010,02JAN2010,236449782,2010,Honda,62883,CR-V,4WD,4,Automatic,23845,2.4L DOHC MPFI 16-valve i-VTEC I4 engine,26155,810,SUV,72619,AR,0,0,0,1,0,4WD 5dr SE,1650358,1620,-92.579818,36.382828,52310.0,28465.0
23JAN2010,23JAN2010,317883182,2010,Toyota,61899,Tundra 4WD Truck,4WD,4,Automatic,34040,"5.7L DOHC 32-valve i-Force V8 engine -inc: dual independent variable valve timing w/intelligence, acoustically controlled induction",36150,985,Truck,55478,MN,0,0,1,0,0,CrewMax 5.7L V8 6-Spd AT (Natl),1633978,1644,-93.264921,44.983515000000004,72300.0,38260.0
01MAY2010,01MAY2010,622418137,2010,Ford,60522,Super Duty F-250,4WD,4,Automatic,49555,6.2L SOHC 16-valve EFI NA V8 flex-fuel engine -inc: engine idle meter,54575,995,Truck,47449,IN,0,1000,0,1,0,"4WD Crew Cab 156"" King Ranch",1616453,1924,-87.00960500000001,38.926065,109150.0,59595.0
19DEC2009,19DEC2009,199403624,2009,Chrysler,58368,300,RWD,4,Automatic,30475,3.5L MPI 24-valve HO V6 engine,32575,750,Sedan,93099,CA,0,3000,1,0,0,4dr Sdn Touring Executive RWD *Ltd Avail*,1585228,1787,-118.75053,34.262932,65150.0,34675.0
26DEC2009,26DEC2009,218537581,2010,Volvo,62463,S40,FWD,4,Automatic,27750,2.5L DOHC turbocharged I5 engine,28625,875,Sedan,89102,NV,0,0,0,0,1,4dr Sdn,1645338,1963,-115.18968400000001,36.146544,57250.0,29500.0
07NOV2009,07NOV2009,70509000,2009,Ford,58029,F-150,RWD,4,Automatic,36770,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),40095,975,Truck,77387,TX,0,2000,1,0,0,"2WD SuperCrew 157"" Lariat",1584358,1924,-95.417741,30.077102000000004,80190.0,43420.0
06MAR2010,06MAR2010,447691600,2009,Ford,58029,F-150,4WD,2,Automatic,29330,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),30305,975,Truck,21061,MD,0,0,0,1,0,"4WD SuperCab 163"" XL w/HD Payload Pkg",1584438,1924,-76.634664,39.164525,60610.0,31280.0
03APR2010,03APR2010,535384831,2010,Ford,62934,F-150,4WD,4,Automatic,40545,5.0L V8 FFV engine,42415,995,Truck,11934,NY,0,0,1,0,0,"4WD SuperCrew 157"" Lariat",1650953,1924,-72.796529,40.800258,84830.0,44285.0
17APR2010,17APR2010,592625660,2010,Ram,61974,3500,4WD,4,Manual,48150,6.7L I6 Cummins turbo-diesel engine,49125,975,Truck,77071,TX,0,0,1,0,0,"4WD Crew Cab 169"" Outdoorsman",1644588,2093,-95.523668,29.645598,98250.0,50100.0
03APR2010,03APR2010,534893078,2009,Ford,58029,F-150,4WD,4,Automatic,39915,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),40890,975,Truck,60113,IL,0,2500,0,1,0,"4WD SuperCrew 157"" Lariat",1584508,1924,-88.966367,41.928976,81780.0,41865.0
03APR2010,03APR2010,552096942,2010,Dodge,62568,Avenger,FWD,4,Automatic,21340,2.4L DOHC dual VVT 16-valve I4 engine (REQ: NAA Emissions),23090,750,Sedan,87310,NM,0,0,1,0,0,4dr Sdn Mainstreet,1647273,1726,-108.576279,35.809225,46180.0,24840.0
27MAR2010,27MAR2010,512868049,2009,Ford,58029,F-150,4WD,4,Automatic,44550,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),45525,975,Truck,21075,MD,0,2500,1,0,0,"4WD SuperCrew 157"" King Ranch",1584513,1924,-76.752641,39.201493,91050.0,46500.0
03APR2010,03APR2010,534989344,2010,Honda,61269,Pilot,4WD,4,Automatic,35870,3.5L SOHC MPFI 24-valve i-VTEC V6 engine,45505,810,SUV,77089,TX,0,0,0,1,0,4WD 4dr EX-L,1625383,1620,-95.22041899999999,29.586462,91010.0,55140.0
07NOV2009,07NOV2009,58426117,2010,Subaru,61458,Outback,AWD,4,Automatic,28495,2.5L SOHC SMPI 16-valve 4-cyl boxer engine,29220,725,Wagon,78231,TX,0,0,1,0,0,4dr Wgn H4 Auto 2.5i Limited Pwr Moon,1629423,1630,-98.54991,29.5884,58440.0,29945.0
02JAN2010,02JAN2010,223632442,2010,Lexus,62736,RX 350,AWD,4,Automatic,40475,3.5L DOHC SFI 24-valve V6 engine -inc: dual variable valve timing w/intelligence (VVT-i),42225,875,SUV,98397,WA,0,0,1,0,0,AWD 4dr,1648248,2127,-121.812001,46.750763,84450.0,43975.0
27FEB2010,27FEB2010,409847997,2009,Ford,58029,F-150,RWD,4,Automatic,36470,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),37445,975,Truck,32715,FL,0,2000,1,0,0,"2WD SuperCrew 145"" Lariat",1584323,1924,-81.35960899999999,28.666741,74890.0,38420.0
02JAN2010,02JAN2010,231788702,2010,Honda,62883,CR-V,4WD,4,Automatic,25445,2.4L DOHC MPFI 16-valve i-VTEC I4 engine,26255,810,SUV,55385,MN,0,0,0,1,0,4WD 5dr EX,1649688,1620,-94.485164,44.722483000000004,52510.0,27065.0
27MAR2010,27MAR2010,515088161,2010,Honda,61269,Pilot,4WD,4,Automatic,37470,3.5L SOHC MPFI 24-valve i-VTEC V6 engine,38280,810,SUV,67206,KS,0,0,1,0,0,4WD 4dr EX-L w/RES,1625388,1620,-97.234538,37.703526000000004,76560.0,39090.0
17APR2010,17APR2010,576206605,2010,Nissan,62553,Armada,RWD,4,Automatic,50890,5.6L DOHC 32-valve Endurance V8 engine,51865,975,SUV,2184,MA,0,0,0,1,0,2WD 4dr Platinum,1646268,1676,-71.000729,42.208818,103730.0,52840.0
27FEB2010,27FEB2010,415342927,2010,Ford,62934,F-150,RWD,4,Automatic,36980,5.0L V8 FFV engine,37975,995,Truck,66250,KS,0,0,1,0,0,"2WD SuperCrew 145"" Lariat",1650773,1924,-94.786621,38.955067,75950.0,38970.0
24OCT2009,24OCT2009,11721931,2009,Ford,58029,F-150,RWD,4,Automatic,34445,4.6L 3V EFI V8 engine,35420,975,Truck,48749,MI,0,2000,1,0,0,"2WD SuperCrew 157"" FX2 Sport",1584353,1924,-83.895744,44.056003999999994,70840.0,36395.0
03APR2010,03APR2010,555718205,2009,Dodge,58509,Grand Caravan,FWD,4,Automatic,23660,3.3L OHV V6 engine (REQ: NAS Emissions),24495,835,Van,33306,FL,0,1500,1,0,0,4dr Wgn SE,1587903,1726,-80.110875,26.163196,48990.0,25330.0
24OCT2009,24OCT2009,11478944,2009,Ford,58029,F-150,RWD,4,Automatic,36770,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),37745,975,Truck,76019,TX,0,2000,1,0,0,"2WD SuperCrew 157"" Lariat",1584358,1924,-97.112604,32.728201,75490.0,38720.0
01MAY2010,01MAY2010,624774308,2010,Ford,60522,Super Duty F-250,4WD,2,Automatic,42430,6.2L SOHC 16-valve EFI NA V8 flex-fuel engine -inc: engine idle meter,43425,995,Truck,33187,FL,0,1000,1,0,0,"4WD SuperCab 158"" Lariat",1616433,1924,-80.50466,25.5856,86850.0,44420.0
06MAR2010,06MAR2010,450420681,2010,Nissan,62211,Maxima,FWD,4,Automatic,34450,3.5L DOHC 24-valve SMPI V6 engine,37860,760,Sedan,60164,IL,0,0,1,0,0,4dr Sdn V6 CVT 3.5 SV,1640938,1676,-87.889271,41.924177,75720.0,41270.0
21NOV2009,21NOV2009,105231492,2009,Ford,58029,F-150,RWD,4,Automatic,34145,4.6L 3V EFI V8 engine,38020,975,Truck,8611,NJ,0,1500,1,0,0,"2WD SuperCrew 145"" FX2 Sport",1584318,1924,-74.754696,40.209790999999996,76040.0,41895.0
21NOV2009,21NOV2009,97831308,2009,Ford,58029,F-150,4WD,4,Automatic,38655,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),40980,975,Truck,1815,MA,0,1500,1,0,0,"4WD SuperCrew 157"" FX4",1584503,1924,-71.127147,42.505881,81960.0,43305.0
01MAY2010,01MAY2010,614778326,2010,Cadillac,60852,SRX,FWD,4,Automatic,42950,"Engine, 3.0L VVT DOHC V6 SIDI (265 hp [197.6 kW] @ 6950 rpm, 223 lb-ft of torque [301.1 N-m] @ 5100 rpm)",43825,875,Wagon,90067,CA,0,0,1,0,0,FWD 4dr Performance Collection,1621178,2223,-118.416403,34.058122999999995,87650.0,44700.0
27FEB2010,27FEB2010,402714807,2009,Ford,58029,F-150,RWD,4,Automatic,41405,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),44005,975,Truck,60433,IL,0,2000,0,1,0,"2WD SuperCrew 157"" King Ranch",1584363,1924,-88.052737,41.513131,88010.0,46605.0
06MAR2010,06MAR2010,452165532,2010,Toyota,62406,Venza,FWD,4,Automatic,28950,3.5L DOHC SFI 24-valve V6 engine w/dual VVT-i,29760,810,Wagon,1569,MA,0,0,1,0,0,4dr Wgn V6 FWD (Natl),1644773,1644,-71.634079,42.07843,59520.0,30570.0
31OCT2009,31OCT2009,41845643,2009,Ford,58029,F-150,4WD,4,Automatic,38355,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),39330,975,Truck,55121,MN,0,2000,0,1,0,"4WD SuperCrew 145"" FX4",1584468,1924,-93.145649,44.848185,78660.0,40305.0
27FEB2010,27FEB2010,407074911,2009,Ford,58029,F-150,4WD,4,Automatic,39615,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),40590,975,Truck,76019,TX,0,2000,1,0,0,"4WD SuperCrew 145"" Lariat",1584473,1924,-97.112604,32.728201,81180.0,41565.0
06MAR2010,06MAR2010,443709935,2010,Ford,62934,F-150,4WD,4,Automatic,47375,5.0L V8 FFV engine,49095,995,Truck,6855,CT,0,0,1,0,0,"4WD SuperCrew 145"" Platinum",1650923,1924,-73.400423,41.099160999999995,98190.0,50815.0
14NOV2009,14NOV2009,83886722,2009,Ford,58029,F-150,4WD,4,Automatic,44550,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),47225,975,Truck,14518,NY,0,2000,0,1,0,"4WD SuperCrew 157"" King Ranch",1584513,1924,-77.012457,42.930174,94450.0,49900.0
03APR2010,03APR2010,538430100,2010,Ford,60528,Super Duty F-350 DRW,4WD,4,Automatic,43175,6.2L SOHC 16-valve EFI NA V8 flex-fuel engine -inc: engine idle meter,44170,995,Truck,48173,MI,0,0,0,1,0,"4WD Crew Cab 172"" XLT",1616553,1924,-83.223109,42.073111,88340.0,45165.0
28NOV2009,28NOV2009,132700655,2009,Ford,58029,F-150,RWD,4,Automatic,29295,4.6L 2V EFI V8 engine,30970,975,Truck,76011,TX,0,1500,1,0,0,"2WD SuperCrew 145"" XL",1584308,1924,-97.084801,32.756259,61940.0,32645.0
20FEB2010,20FEB2010,394455437,2010,Jeep,62460,Wrangler Unlimited,4WD,4,Manual,25545,3.8L OHV 12-valve SMPI V6 engine,29220,800,SUV,33034,FL,0,0,1,0,0,4WD 4dr Sport,1645548,1832,-80.48997299999999,25.450256,58440.0,32895.0
20MAR2010,20MAR2010,491120583,2010,Toyota,61962,Highlander,4WD,4,Automatic,35300,3.5L DOHC 24-valve VVT-i V6 engine,36585,810,SUV,98030,WA,0,0,0,1,0,4WD 4dr V6 SE (Natl),1635593,1644,-122.212973,47.383225,73170.0,37870.0
14NOV2009,14NOV2009,74341764,2010,Acura,62238,RDX,AWD,4,Automatic,37995,2.3L DOHC PGM-FI 16-valve i-VTEC turbocharged I4 engine,39355,885,SUV,27519,NC,0,0,1,0,0,AWD 4dr Tech Pkg,1646018,1990,-78.779645,35.785409,78710.0,40715.0
